2023-04-20 14:29:45.027 | INFO     | bots:setup_endpoints:70 - 
2023-04-20 14:29:53.300 | ERROR    | endpoints.chatgpt:format_turn_text:49 - 'data'
2023-04-20 14:29:53.301 | ERROR    | endpoints.chatgpt:format_turn_text:50 - Did not find ['data']['speaker_id'] field in turn: {'text': "develop new physics.remember how newtonian physics explained most of what we saw but couldn't explain the precession of mercury? along comes einstein and develops a new approach, hitting the nail square on the head.", 'is_seed': True, 'user_id': 'd', 'thread_id': -1}
2023-04-20 14:29:53.302 | ERROR    | endpoints.chatgpt:format_turn_text:49 - 'data'
2023-04-20 14:29:53.303 | ERROR    | endpoints.chatgpt:format_turn_text:50 - Did not find ['data']['speaker_id'] field in turn: {'text': 'do you know the difference between observation and explanation?', 'is_seed': True, 'user_id': 'a', 'thread_id': -1}
2023-04-20 14:29:53.304 | ERROR    | endpoints.chatgpt:format_turn_text:49 - 'data'
2023-04-20 14:29:53.305 | ERROR    | endpoints.chatgpt:format_turn_text:50 - Did not find ['data']['speaker_id'] field in turn: {'text': "quite well.do you think we'd have built gravitational wave observatories if it wasn't for einstein's work? sometimes the ability to observe comes *after* the explanation for what you should be looking for in the first place.", 'is_seed': True, 'user_id': 'd', 'thread_id': -1}
2023-04-20 14:29:53.307 | ERROR    | endpoints.chatgpt:format_turn_text:49 - 'data'
2023-04-20 14:29:53.308 | ERROR    | endpoints.chatgpt:format_turn_text:50 - Did not find ['data']['speaker_id'] field in turn: {'text': 'can a person with no atoms exist?', 'is_seed': True, 'user_id': 'a', 'thread_id': -1}
2023-04-20 14:29:53.309 | ERROR    | endpoints.chatgpt:format_turn_text:49 - 'data'
2023-04-20 14:29:53.310 | ERROR    | endpoints.chatgpt:format_turn_text:50 - Did not find ['data']['speaker_id'] field in turn: {'text': "depends on what axioms you're using to define existence.anymore intentionally obtuse questions, or are you finished?", 'is_seed': True, 'user_id': 'd', 'thread_id': -1}
2023-04-20 14:29:53.311 | ERROR    | endpoints.chatgpt:format_turn_text:49 - 'data'
2023-04-20 14:29:53.312 | ERROR    | endpoints.chatgpt:format_turn_text:50 - Did not find ['data']['speaker_id'] field in turn: {'text': 'nah just playing with you', 'is_seed': True, 'user_id': 'a', 'thread_id': -1}
2023-04-20 14:29:53.313 | ERROR    | endpoints.chatgpt:format_turn_text:49 - 'data'
2023-04-20 14:29:53.314 | ERROR    | endpoints.chatgpt:format_turn_text:50 - Did not find ['data']['speaker_id'] field in turn: {'text': "then try harder.usually i wouldn't give two shits, but you're really making yourself look like an idiot.", 'is_seed': True, 'user_id': 'd', 'thread_id': -1}
2023-04-20 14:29:53.315 | ERROR    | endpoints.chatgpt:format_turn_text:49 - 'data'
2023-04-20 14:29:53.316 | ERROR    | endpoints.chatgpt:format_turn_text:50 - Did not find ['data']['speaker_id'] field in turn: {'text': 'ok buddy. whatever you say.', 'is_seed': True, 'user_id': 'a', 'thread_id': -1}
2023-04-20 14:29:53.317 | DEBUG    | endpoints.chatgpt:query_completion_api:117 - Input messages: [{'role': 'system', 'content': 'For each user, pick the top 1 emotion category based on the responses in this conversation out of the following categories: [admiration, amusement, anger, annoyance, approval, caring, confusion, curiosity, desire, disappointment, disapproval, disgust, embarrassment, excitement, fear, gratitude, grief, joy, love, nervousness, optimism, pride, realization, relief, remorse, sadness, surprise, neutral]'}, {'role': 'user', 'content': "Scientists announced the discovery of the most distant quasar ever observed, dating back to 670 million years after the Big Bang. The quasar was accompanied by the oldest supermassive black hole ever observed. They can't explain how it reached its extreme size.\nso i'm not anybody, just someone that likes this stuff and only understands a little of it. is there a hypothesis that maybe the universe is infinite, and the big bang is something relative to our neighborhood? like maybe the scale of how big it is is way bigger than we could comprehend and in the grand scheme there could be many big bangs all over? is there even any sense to what i'm trying to say?\naccording to our current understandings of physics,we can never know about anything outside the big bang and the observable universe(speed of light limited). so we don't discuss that as part of physics, it's mostly left for philosophy and theology. there is no evidence,and according to what we know,there can never be evidence that's required for physics.\ndevelop new physics.remember how newtonian physics explained most of what we saw but couldn't explain the precession of mercury? along comes einstein and develops a new approach, hitting the nail square on the head.\ndo you know the difference between observation and explanation?\nquite well.do you think we'd have built gravitational wave observatories if it wasn't for einstein's work? sometimes the ability to observe comes *after* the explanation for what you should be looking for in the first place.\ncan a person with no atoms exist?\ndepends on what axioms you're using to define existence.anymore intentionally obtuse questions, or are you finished?\nnah just playing with you\nthen try harder.usually i wouldn't give two shits, but you're really making yourself look like an idiot.\nok buddy. whatever you say."}]
2023-04-20 14:29:53.941 | DEBUG    | endpoints.chatgpt:query_completion_api:134 - Output response: Neutral.
2023-04-20 14:29:54.054 | ERROR    | endpoints.chatgpt:format_turn_text:49 - 'data'
2023-04-20 14:29:54.055 | ERROR    | endpoints.chatgpt:format_turn_text:50 - Did not find ['data']['speaker_id'] field in turn: {'text': "Scientists announced the discovery of the most distant quasar ever observed, dating back to 670 million years after the Big Bang. The quasar was accompanied by the oldest supermassive black hole ever observed. They can't explain how it reached its extreme size.", 'is_seed': True, 'user_id': 'Topic', 'thread_id': -1}
2023-04-20 14:29:54.056 | ERROR    | endpoints.chatgpt:format_turn_text:49 - 'data'
2023-04-20 14:29:54.057 | ERROR    | endpoints.chatgpt:format_turn_text:50 - Did not find ['data']['speaker_id'] field in turn: {'text': "so i'm not anybody, just someone that likes this stuff and only understands a little of it. is there a hypothesis that maybe the universe is infinite, and the big bang is something relative to our neighborhood? like maybe the scale of how big it is is way bigger than we could comprehend and in the grand scheme there could be many big bangs all over? is there even any sense to what i'm trying to say?", 'is_seed': True, 'user_id': 'b', 'thread_id': -1}
2023-04-20 14:29:54.058 | ERROR    | endpoints.chatgpt:format_turn_text:49 - 'data'
2023-04-20 14:29:54.060 | ERROR    | endpoints.chatgpt:format_turn_text:50 - Did not find ['data']['speaker_id'] field in turn: {'text': "according to our current understandings of physics,we can never know about anything outside the big bang and the observable universe(speed of light limited). so we don't discuss that as part of physics, it's mostly left for philosophy and theology. there is no evidence,and according to what we know,there can never be evidence that's required for physics.", 'is_seed': True, 'user_id': 'a', 'thread_id': -1}
2023-04-20 14:29:54.061 | ERROR    | endpoints.chatgpt:format_turn_text:49 - 'data'
2023-04-20 14:29:54.062 | ERROR    | endpoints.chatgpt:format_turn_text:50 - Did not find ['data']['speaker_id'] field in turn: {'text': "develop new physics.remember how newtonian physics explained most of what we saw but couldn't explain the precession of mercury? along comes einstein and develops a new approach, hitting the nail square on the head.", 'is_seed': True, 'user_id': 'd', 'thread_id': -1}
2023-04-20 14:29:54.063 | ERROR    | endpoints.chatgpt:format_turn_text:49 - 'data'
2023-04-20 14:29:54.064 | ERROR    | endpoints.chatgpt:format_turn_text:50 - Did not find ['data']['speaker_id'] field in turn: {'text': 'do you know the difference between observation and explanation?', 'is_seed': True, 'user_id': 'a', 'thread_id': -1}
2023-04-20 14:29:54.065 | ERROR    | endpoints.chatgpt:format_turn_text:49 - 'data'
